sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,is_active0,is_active1,is_active2,is_active3,is_active4,is_active5,is_active6,is_active7,is_active8,is_active9,is_active10,is_active11,is_active12,is_active13,is_active14,f0,g0,g1,g2,g3,g4,cv,is_feasible
10,1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.9457245673984289,0.37004416808485985,0.5,1985.9523046761751,17944.550635293126,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,21.687389685971603,0.78442309171961,-3.529586434675286,-10.047852747743589,0.0,-0.5039646655321122,0.78442309171961,False
11,1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.2484536999836564,0.19118072278797626,0.5,13408.317507244647,14288.604535162449,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,27.808166192985762,0.7401459268925299,-7.163834790314853,-12.992139967953847,0.0,-0.6470554217696189,0.7401459268925299,False
12,1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.5887183649465442,0.946869314648211,0.5,7104.624670930207,1858.5174893960357,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,23.654644890598455,0.8302286600465978,-13.335081226658966,6.487842090674391,0.0,-0.04250454828143124,7.318070750720989,False
13,1.0,0.0,0.0,1.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.48638361785560846,0.38886400032788515,0.5,3238.6133782565594,14970.982888713479,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,24.48918252219971,0.8201643522736988,-7.625506345660157,-10.966096591026444,0.0,-0.48890879973769186,0.8201643522736988,False
14,1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.8347047148272395,0.6293282564729452,0.5,18461.818784475327,1345.3601310029626,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,22.167949989833716,0.8077941797890393,-10.272708248428387,-4.367250775961976,0.0,-0.2965373948216439,0.8077941797890393,False
15,1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.6914374362677336,0.05381166469305754,0.5,14382.227922789752,18476.28065943718,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,22.944986946495142,0.8241268879335537,9.518649074736235,-13.294128486904842,0.0,-0.756950668245554,10.342775962669789,False
16,1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.5515335518866777,0.13738192431628704,0.5,9572.765406221151,8606.698975898325,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,23.99841586462785,0.8242025639348385,1.0620998694898596,-12.90903266204184,0.0,-0.6900944605469703,1.886302433424698,False
17,1.0,0.0,0.0,1.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.1410806030035019,0.8817792804911733,0.5,11014.38607275486,17543.576324358582,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,30.918138385770675,0.5973375974064457,-13.453198553441117,-8.916706285839343,0.0,-0.09457657560706134,0.5973375974064457,False
18,1.0,0.0,0.0,2.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.9125435343012214,0.5623516915366054,0.6278051575645804,4305.34668918699,11215.215876698494,9895.748365670443,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,21.80696822307654,0.7701612115169278,-11.20053529769395,-11.200535297693952,-11.200535297693952,-0.2333333333333334,0.7701612115169278,False
19,1.0,0.0,0.0,2.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.2526992382481694,0.30226853489875793,0.3522399356588721,17172.43407201022,4653.048752807081,16291.376191191375,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,27.80545653633598,0.7219977419650552,-12.84875241501004,-12.421082768319085,-12.118907067415245,-0.17639322355389597,0.7219977419650552,False
20,1.0,0.0,0.0,2.0,1.0,2.0,7.25,1.4500000000000002,3.0,0.9971764711663127,0.8160517914220691,0.21489207912236452,15371.917420998216,4297.568989917636,17361.783205531538,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,21.44860829535476,0.7551799762578257,-11.088752735749404,-11.088752735749406,-11.088752735749406,-0.2333333333333334,0.7551799762578257,False
21,1.0,0.0,0.0,2.0,1.0,2.0,7.25,1.4500000000000002,3.0,0.05841228365898132,0.5637076050043106,0.09930115006864071,13769.301304593682,19271.212083287537,3305.157591588795,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,36.271770952475215,0.3774974889085727,-13.496338346489505,-12.698341049697529,-13.68806896499054,-0.169592995941639,0.3774974889085727,False
22,1.0,0.0,0.0,2.0,0.0,2.0,7.25,1.4500000000000002,3.0,0.2668306343257427,0.16252790298312902,0.18752287980169058,6304.551909677684,15842.504528351128,18836.76929399371,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,27.60935839189949,0.7352781135397615,-10.66159229721966,-13.085984243486392,-12.974859287992713,-0.4199593737721443,0.7352781135397615,False
23,0.0,1.0,0.0,0.0,0.0,0.0,3.3765966440550983,1.7255031705833972,3.0,0.6373202381655574,0.5,0.5,15842.997072264552,10500.0,10500.0,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,13.854176958906868,-0.013737540452916086,7.392402799751256,0.0,0.0,-0.9,7.392402799751256,False
24,0.0,1.0,0.0,0.0,0.0,0.0,8.592273014597595,1.5537236944772304,3.0,0.779454542323947,0.5,0.5,12352.529712952673,10500.0,10500.0,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,8.501712231616054,-0.4115196341402949,15.256262879930869,0.0,0.0,-0.9,15.256262879930869,False
25,0.0,0.0,0.0,0.0,0.0,0.0,5.241134805139154,1.4695229364559055,3.65342890098691,0.3225940316915512,0.5,0.5,13641.920370981097,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,12.77357602482851,0.0,-1.3215551333209756,0.0,0.0,-0.9,0.0,True
26,0.0,0.0,0.0,0.0,0.0,0.0,2.4033754230476916,1.6471513709053398,3.4898445680737495,0.4575453894212842,0.5,0.5,6667.2712452709675,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,16.052520426239475,-0.004146831215522839,2.029050233250004,0.0,0.0,-0.9,2.029050233250004,False
27,0.0,0.0,0.0,0.0,0.0,0.0,6.234901037532836,1.5702637770213188,2.0876033678650856,0.5178737249225378,0.5,0.5,3519.8867954313755,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,10.571498814980544,-0.029508220168886323,5.125766677166634,0.0,0.0,-0.9,5.125766677166634,False
28,0.0,0.0,0.0,0.0,0.0,0.0,3.855395019054413,1.2265880616381766,4.33031065762043,0.2854456538334489,0.5,0.5,11359.462055377662,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,17.414555577017598,-0.0011982368389078513,-0.39627967121523433,0.0,0.0,-0.9,0.0,True
29,0.0,1.0,0.0,1.0,0.0,1.0,8.121422830969095,1.2670805474743247,3.0,0.3905519926920533,0.836852272041142,0.5,12983.551529236138,3899.964964017272,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,10.293401818262266,-6.0039300668890405e-06,-13.028047709389291,-5.353279276807504,0.0,-0.13051818236708645,0.0,True
30,0.0,1.0,0.0,1.0,1.0,0.0,11.101988004054874,1.325285127852112,3.0,0.22533258516341448,0.9087137226015329,0.5,4479.509650729597,9167.7214987576,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,10.028813569945237,-0.07295984396340738,-13.489497409545345,-7.820584188725327,0.0,-0.0730290219187737,0.0,True
31,0.0,1.0,0.0,1.0,0.0,1.0,2.933085275348276,1.5128547051921488,3.0,0.5645133992657065,0.16489083413034678,0.5,17295.154887251556,16926.366458646953,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,14.997795771354868,-0.0015085192991808327,-3.9941308469176953,-12.936981402594053,0.0,-0.6680873326957226,0.0,True
32,0.0,1.0,0.0,2.0,2.0,1.0,8.217394490726292,1.690146323479712,3.0,0.9538391400128603,0.5270305164158344,0.5215026382356882,10836.010254919529,5251.719644293189,18982.879760675132,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,8.479278727691632,-0.536725868026117,-11.763846756497834,-11.763846756497836,-11.763846756497836,-0.2333333333333334,0.0,True
33,0.0,1.0,0.0,2.0,0.0,2.0,11.382465836592019,1.1003136669285596,3.0,0.4684388190507889,0.2092157993465662,0.608135960996151,7757.362073287368,13550.790386274457,8167.472644709051,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,10.38881930884795,-0.0012396956596655295,-13.38958608013363,-12.608551011717791,-8.229336283524557,-0.04611859172582622,0.0,True
34,0.0,1.0,0.0,2.0,1.0,0.0,6.179945041891187,1.2782771755941214,3.0,0.07529671210795641,0.5989091014489532,0.23579645436257124,1297.8358278051019,6252.585775218904,12475.913299247622,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,16.24679530819821,-0.0860162911712693,-13.78614529570582,-12.663266694441216,-13.473436478907695,-0.03223555535078049,0.0,True
35,0.0,0.0,0.0,1.0,0.0,0.0,2.3205705359578133,1.7353424676693976,4.275584626942873,0.034207794815301895,0.2817293629050255,0.5,3802.516296505928,4203.3810922876,10500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,22.75746231571062,-0.11355516262157794,-13.516161583461656,-13.790338624358682,0.0,-0.5746165096759797,0.0,True
36,0.0,0.0,0.0,1.0,0.0,1.0,5.185857553500682,1.400550717301667,2.0173134319484234,0.7705154223367572,0.14974050782620907,0.5,11661.370894871652,10234.61703862995,10500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,11.075546790263797,-0.0002477445318834759,0.37073739061957234,-12.840744895906646,0.0,-0.6802075937390327,0.37073739061957234,False
37,0.0,0.0,0.0,1.0,1.0,0.0,7.535989702213556,1.563360404316336,3.5630389973521233,0.4235368901863694,0.8935906635597348,0.5,10113.293926231563,15618.261963129044,10500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,10.461446827386654,-0.20400925555735416,-13.316675362263936,-5.102638549999982,0.0,-0.08512746915221214,0.0,True
38,0.0,0.0,0.0,1.0,1.0,1.0,8.647225880995393,1.3164352429099382,4.725740164518356,0.31396003533154726,0.7897904068231583,0.5,15028.879474848509,6488.691137172282,10500.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,10.286913974365373,-0.002139326601709679,-12.937109689025561,-7.78546091770896,0.0,-0.1681676745414734,0.0,True
39,0.0,0.0,0.0,2.0,1.0,1.0,4.583101507741958,1.6089792800135911,2.7405817583203316,0.27546940091997385,0.5827821865677834,0.9950749343261123,6949.324150569737,18533.936786465347,15076.417102478445,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,14.246157605835956,-0.0129166440428371,-12.791780885244744,-12.791780885244744,-12.791780885244744,-0.2333333333333334,0.0,True
40,0.0,0.0,0.0,2.0,1.0,2.0,3.069559393450618,1.3528261714614929,1.580071285367012,0.47934622038155794,0.7338386448100209,0.5536734303459525,12274.186564609408,8216.290621086955,5528.348638676107,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,15.708841813624225,-0.0008496277205010117,-12.211478962772967,-12.211478962772967,-12.211478962772967,-0.2333333333333334,0.0,True
41,0.0,0.0,0.0,2.0,0.0,0.0,3.2098187915980816,1.6733744819648564,2.2328212670981884,0.18770549539476633,0.007943185046315193,0.6439090799540281,10245.968676172197,7006.900472566485,16613.725470378995,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,17.36281005670669,-0.012811811433084075,-13.262768382075487,-13.765213933599473,-11.613563966000664,-0.1785181879997254,0.0,True
42,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.8921504402533174,0.5,0.5,2677.8865940868855,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,21.96276394520481,0.8246327308721733,38.647660930920395,0.0,0.0,-0.9,39.47229366179257,False
43,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.26122622936964035,0.5,0.5,11201.315839774907,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,27.68925658912412,0.7546145380800735,1.4862249098718152,0.0,0.0,-0.9,2.2408394479518887,False
44,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.6987875532358885,0.5,0.5,6328.624504618347,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,22.947880433761426,0.8403219265124888,27.25858688559383,0.0,0.0,-0.9,28.098908812106316,False
45,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.17504243832081556,0.5,0.5,9538.107355125248,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,29.674593851654986,0.6607311946954799,-3.5900003829039644,0.0,0.0,-0.9,0.6607311946954799,False
46,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.5408299285918474,0.5,0.5,18581.23790100217,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,24.011232765407055,0.836370309522964,17.954882794059813,0.0,0.0,-0.9,18.791253103582775,False
47,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.47778045013546944,0.5,0.5,3549.6762972325087,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,24.57441554092618,0.8349074198527302,14.24126851297915,0.0,0.0,-0.9,15.07617593283188,False
48,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.8630915628746152,0.5,0.5,15079.234379343688,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,22.098493232141166,0.8277822393143435,36.936093053314835,0.0,0.0,-0.9,37.76387529262918,False
49,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.57714141625911,0.5,0.5,9102.360841818154,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,23.771217342038995,0.8398707547057578,20.093629417661575,0.0,0.0,-0.9,20.93350017236733,False
50,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.20708909258246422,0.5,0.5,19017.563682049513,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,28.573341741998032,0.7041818269376059,-1.702452446892858,0.0,0.0,-0.9,0.7041818269376059,False
51,1.0,0.0,0.0,0.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.7705049011856318,0.5,0.5,5488.930067047477,10500.0,10500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,22.553345804702648,0.8385977919584668,31.48273867983371,0.0,0.0,-0.9,32.32133647179218,False
52,1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.3887261999770999,0.7282141968607903,0.5,13140.56100975722,10483.940856531262,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,25.480259340185906,0.8063272232855372,-12.257823222857649,-6.249297500193398,0.0,-0.21742864251136784,0.8063272232855372,False
53,1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.9909614380449057,0.09522564616054296,0.5,12230.809804983437,6676.213531754911,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,21.481796274469385,0.7834609825053644,13.952558256153388,-12.946031981881738,0.0,-0.7238194830715656,14.736019238658752,False
54,1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.6686994442716241,0.8794004619121552,0.5,15696.082910522819,10938.881205394864,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,23.17240862179611,0.8309237713699757,-12.930795070539705,4.5661612299360925,0.0,-0.09647963047027586,5.397085001306069,False
55,1.0,0.0,0.0,1.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.4389436924830079,0.14347802475094795,0.5,10755.14036603272,5415.589384734631,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,24.99082355176212,0.8204026372071793,-1.7154218845752567,-12.971047085345294,0.0,-0.6852175801992416,0.8204026372071793,False
56,1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.8393991813063622,0.6727537317201495,0.5,3122.3270958289504,11520.786935463548,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,22.136034668989087,0.8079556826228105,-10.865985030051366,-2.774448775261039,0.0,-0.2617970146238804,0.8079556826228105,False
57,1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.15183783881366253,0.867098773829639,0.5,16595.40416393429,19029.81959376484,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,30.855101052044787,0.6050931044841477,-13.390438144365259,-8.760259246349928,0.0,-0.10632098093628883,0.6050931044841477,False
58,1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.5015044501051307,0.3338813818991184,0.5,6773.07403087616,6071.19909580797,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,24.361775257531875,0.821804982841214,-6.277276262533876,-11.487494842970637,0.0,-0.5328948944807053,0.821804982841214,False
59,1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.7224570093676448,0.49985722824931145,0.5,18135.65135654062,15351.993165910244,10500.0,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,22.860706646960963,0.8213719965725594,-8.390129330874743,-8.395828748109041,0.0,-0.40011421740055086,0.8213719965725594,False
60,1.0,0.0,0.0,2.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.9314377494156361,0.5262213973328471,0.2647788729518652,14633.620619773865,1653.14354095608,7563.457187265158,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,21.755155777382207,0.7591731474611438,-13.040041124781382,-6.860249446272457,-11.492217027174215,-0.06719978377223013,0.7591731474611438,False
61,1.0,0.0,0.0,2.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.6298627816140652,0.22944774851202965,0.37703807186335325,8656.167248263955,8654.701879248023,5153.207871131599,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,23.363969977773337,0.8048120139087267,-11.851906519963961,-12.190664876853528,-10.680834048647977,-0.21481134369969368,0.8048120139087267,False
62,1.0,0.0,0.0,2.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.31644693948328495,0.294901829212904,0.21377950627356768,13584.992416203022,2785.441462881863,6888.12246825546,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,26.570172114396797,0.7565802722251829,-11.770527753856195,-12.276511884558285,-12.755797459819846,-0.29305493161082274,0.7565802722251829,False
63,1.0,0.0,0.0,2.0,2.0,1.0,7.25,1.4500000000000002,3.0,0.41239569149911404,0.38258809223771095,0.3255390329286456,1202.2075643762946,12653.030356392264,12966.7426077649,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,25.268147269949267,0.7905574952883196,-12.871925749554332,-11.281285935637698,-11.791626247163435,-0.13349829986691475,0.7905574952883196,False
64,1.0,0.0,0.0,2.0,2.0,2.0,7.25,1.4500000000000002,3.0,0.6003231257200241,0.06327741220593452,0.021138635464012623,16141.103246249259,17787.135635502636,17150.803475640714,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,23.599783451879635,0.8072341595411383,-1.0693630324341754,-13.28113367449437,-13.477378152445274,-0.6324671618640423,0.8072341595411383,False
65,0.0,1.0,0.0,0.0,0.0,0.0,4.332691503688693,1.570830490253866,3.0,0.5232412395998836,0.5,0.5,14070.095828734338,10500.0,10500.0,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,13.78671374231364,0.0,5.319766652399679,0.0,0.0,-0.9,5.319766652399679,False
66,0.0,1.0,0.0,0.0,0.0,0.0,6.750468761194497,1.4782637437805535,3.0,0.22856507916003466,0.5,0.5,13931.224598549306,10500.0,10500.0,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,12.642298040384919,-0.030130580335656743,-5.148927602537599,0.0,0.0,-0.9,0.0,True
67,0.0,0.0,0.0,0.0,0.0,0.0,5.580816366709769,1.583477108925581,4.250239346176386,0.8491541529074311,0.5,0.5,5777.856025844812,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,10.290303726475456,-0.003912892007575497,17.280340093410196,0.0,0.0,-0.9,17.280340093410196,False
68,0.0,0.0,0.0,0.0,0.0,0.0,3.5355881457217038,1.6643766326829792,1.1950081139802933,0.06955378036946058,0.5,0.5,3816.036348231137,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,19.82335982791189,-0.06895128090949676,-11.877679269394628,0.0,0.0,-0.9,0.0,True
69,0.0,0.0,0.0,0.0,0.0,0.0,11.612493530381471,1.4593068764545025,2.009372614324093,0.2785341627895832,0.5,0.5,9656.319929286838,10500.0,10500.0,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,9.053085594494638,-0.6907939543956509,-3.004125471650079,0.0,0.0,-0.9,0.0,True
70,0.0,1.0,0.0,1.0,0.0,0.0,3.158754881005734,1.5121094457805158,3.0,0.39871527906507254,0.7658278737217188,0.5,7995.4301081597805,13048.690696246922,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,15.301666220738005,-0.004406715717938714,-12.771628736832735,-7.703953382091254,0.0,-0.18733770102262493,0.0,True
71,0.0,1.0,0.0,1.0,0.0,1.0,7.729591364506632,1.2093056005425753,3.0,0.7526619490236044,0.29904394317418337,0.5,15373.33418149501,2552.046853117645,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,10.747703488635095,-0.0017441486882517898,-4.020357826218985,-11.578349981980525,0.0,-0.5607648454606533,0.0,True
72,0.0,1.0,0.0,1.0,1.0,1.0,4.814307997468859,1.3924964817240835,3.0,0.5866423258557916,0.7101890090852976,0.5,11759.913032874465,17437.852954491973,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,11.93845878975576,-0.0007863918610385712,-12.066782609135164,-6.271079070298713,0.0,-0.23184879273176195,0.0,True
73,0.0,1.0,0.0,1.0,0.0,0.0,10.579728411976248,1.3244104129262269,3.0,0.6733879819512367,0.4468244919553399,0.5,4193.499442189932,9913.982187397778,10500.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,8.023664522658775,-0.0003128603560172971,-8.581557233692964,-10.204773698116897,0.0,-0.4425404064357281,0.0,True
74,0.0,1.0,0.0,2.0,1.0,1.0,3.2308541261591017,1.1849382849410177,3.0,0.9800321301445365,0.5435143541544676,0.4720697673037648,10080.078612081707,14176.649790257215,14326.137885451317,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,14.328789497546163,-0.0017342117231838872,-11.324757422622396,-11.324757422622396,-11.324757422622396,-0.2333333333333334,0.0,True
75,0.0,1.0,0.0,2.0,0.0,1.0,8.688628925941885,1.2221068507991732,3.0,0.3937880862504244,0.16087784711271524,0.5892734322696924,6832.674038596451,10665.79753626138,10967.65912976116,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,10.553265972541519,-0.0011774603520852134,-13.182303978532644,-13.018722994163634,-9.480172484327053,-0.09987897649407385,0.0,True
76,0.0,1.0,0.0,2.0,0.0,0.0,6.439910798333585,1.3670090135186912,3.0,0.1965188281610608,0.8142030742019415,0.29312944132834673,3358.4039863198996,6615.385305136442,3766.002044081688,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,13.16844244234983,-0.044615861817252744,-12.899166045189979,-12.89916604518998,-12.89916604518998,-0.2333333333333334,0.0,True
77,0.0,1.0,0.0,2.0,2.0,0.0,2.566882492043078,1.639280163496733,3.0,0.7097087567672133,0.2154639819636941,0.35773545503616333,13676.987533457577,17506.263650022447,17335.026188753545,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,14.400046374301862,-0.003439553851754873,-11.95138871257468,-12.566820912052897,-11.471853052881212,-0.24144045040011408,0.0,True
