sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,is_active0,is_active1,is_active2,is_active3,is_active4,is_active5,is_active6,is_active7,is_active8,is_active9,is_active10,is_active11,is_active12,is_active13,is_active14,is_active15,is_active16,is_active17,is_active18,is_active19,is_active20,is_active21,is_active22,is_active23,f0,f1,cv,is_feasible
11,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.7748502409085631,0.5,0.5,0.5925264302641153,0.5,0.5,0.8196350624784827,0.20701619796454906,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,-3.6113147996393753,34.41781641509529,0.0,True
12,1.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,20.0,0.9266670979559422,0.5502895200625062,0.8475422095507383,0.7215447602793574,0.5131382122635841,0.5,0.15646480955183506,0.6854192391037941,0.08804709184914827,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,-7.425253646912408,69.14669252135033,0.0,True
13,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18540028389543295,0.19637500680983067,0.5,0.07722943089902401,0.3505044477060437,0.5,0.9972609030082822,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-4.295580335092749,35.06052354965658,0.0,True
14,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.2960182400420308,0.5,0.5,0.7937747407704592,0.1569435792043805,0.7624284261837602,0.4226214764639735,0.2852841103449464,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,-4.059740432625113,45.639701586868185,0.0,True
15,2.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,0.5372879188507795,0.2508266372606158,0.5,0.3760788952931762,0.9484077766537666,0.1933071780949831,0.7322162203490734,0.9965925887227058,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.752965549181404,60.44076212259952,0.0,True
16,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5146281225606799,0.9450679430738091,0.5,0.5326801585033536,0.4214317547157407,0.5,0.9131263950839639,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-4.176085222798716,45.309398500710984,0.0,True
17,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.25761041790246964,0.31038849242031574,0.5,0.13744905591011047,0.5,0.5,0.2441525887697935,0.9408773416653275,0.9869080493226647,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,-3.879589783705011,45.49525121947927,0.0,True
18,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14556102640926838,0.5141060501337051,0.5,0.9838600195944309,0.7522354945540428,0.5,0.6796321198344231,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-3.9834345984300343,43.49281710625118,0.0,True
19,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,0.9025739589706063,0.23837396781891584,0.5,0.3151268074288964,0.10335058439522982,0.7912999475374818,0.47946456726640463,0.08841835707426071,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.190259940723896,53.26619488183289,0.0,True
20,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.7984856087714434,0.5,0.5,0.49885184317827225,0.21428650058805943,0.7397759538143873,0.5132403988391161,0.5514252316206694,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,-4.367078464037678,50.068534440148746,0.0,True
21,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05526584479957819,0.08702228777110577,0.8403903348371387,0.8311562361195683,0.9228031998500228,0.5,0.3286413820460439,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,-3.8562864806831967,48.51378665749985,0.0,True
22,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4163261903449893,0.8542326204478741,0.5,0.04771775845438242,0.6158909862861037,0.009110162034630775,0.7787667019292712,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-4.04872856501987,45.530199718457226,0.0,True
23,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,0.0,0.6595488116145134,0.3914276948198676,0.5,0.6534021906554699,0.5,0.5,0.06297584250569344,0.8651909660547972,0.7843188755214214,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,-3.708329666588213,50.812869174643076,0.0,True
24,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.6979931918904185,0.5865754336118698,0.5,0.765257652848959,0.6380931781604886,0.8657171493396163,0.5959514500573277,0.5858527338132262,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.435798428573803,64.024089632014,0.0,True
25,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,28.0,0.4409754276275635,0.15899139922112226,0.5488690538331866,0.40853180829435587,0.5,0.5,0.31180049665272236,0.13993274234235287,0.02339919749647379,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.7167107468332365,45.44894928608881,0.0,True
26,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.07938345707952976,0.8920023152604699,0.5,0.6890272470191121,0.5,0.5,0.8620413579046726,0.45125879906117916,0.36383802350610495,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,-3.71603232744963,45.310781610761964,0.0,True
27,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,15.0,0.0,0.8363964492455125,0.35449435003101826,0.5,0.10581114143133163,0.8234529243782163,0.5663038715720177,0.046582247130572796,0.7721768831834197,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.464093563838599,55.162539257774256,0.0,True
28,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.9901204202324152,0.5,0.5,0.20334766898304224,0.9937073234468699,0.5,0.9460655432194471,0.36776372883468866,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,-4.673101857055747,45.92767471283279,0.0,True
29,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2469007158651948,0.5,0.5,0.6230002231895924,0.14264226611703634,0.08337465301156044,0.1462893197312951,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,-3.623364657900836,32.898558516760126,0.0,True
30,1.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.35750387888401747,0.7398802610114217,0.9112388584762812,0.2795017808675766,0.3323350315913558,0.5,0.7111760294064879,0.720123291015625,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,-7.092117416547361,59.7979333660265,0.0,True
31,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6007264405488968,0.015421701595187187,0.5,0.9257666664198041,0.5,0.5,0.380093552172184,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.554283722111005,30.862931908334396,0.0,True
32,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,48.0,0.0,0.6158358016982675,0.7683896757662296,0.5,0.6337274769321084,0.24828144069761038,0.5809857258573174,0.6666374076157808,0.1500625992193818,0.9781518876552582,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,-7.909000172107615,66.83481422720709,0.0,True
33,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,40.0,41.0,0.0,0.37467961199581623,0.47728397604078054,0.5,0.03627874329686165,0.8961325380951166,0.40199930407106876,0.4918643059208989,0.56351188570261,0.4670861503109336,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,-8.220261302894766,62.21853120239936,0.0,True
34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.23185334354639053,0.7139684455469251,0.5,0.8192146271467209,0.5,0.5,0.931980605237186,0.750324435532093,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,False,-3.7668607881237217,44.45366640654833,0.0,True
35,2.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,23.0,2.0,44.0,0.97300476860255,0.0326655562967062,0.9931826815009117,0.47965111304074526,0.3050615703687072,0.8510372024029493,0.22589359059929848,0.46187705639749765,0.6355158071964979,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,-10.660552821749457,81.79373813990789,0.0,True
36,2.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.8220260664820671,0.6153511330485344,0.5,0.3352440558373928,0.38560236245393753,0.6804010951891541,0.7501468667760491,0.9285461297258735,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.787926079101894,66.36033015633511,0.0,True
37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.06341781746596098,0.5,0.5,0.9946429366245866,0.7199931340292096,0.5,0.09100046567618847,0.35787790827453136,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,-4.0051540461627235,36.00923940463212,0.0,True
38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.45528572890907526,0.5,0.5,0.14968061167746782,0.5,0.5,0.5164694860577583,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-3.475446684788807,20.947896251049233,0.0,True
39,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,0.7138968426734209,0.31808927096426487,0.29154764395207167,0.5513163432478905,0.5,0.5,0.3260072683915496,0.7417317321524024,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.698911453099841,44.08513866758068,0.0,True
40,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6746587688103318,0.6384749608114362,0.7505508298054338,0.9121341779828072,0.5,0.5,0.8592891227453947,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.6503446516532434,44.11152875063145,0.0,True
41,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4335025195032358,0.11684415303170681,0.3348484328016639,0.2615322293713689,0.5,0.5,0.04968555364757776,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.499704900489533,27.563209942355243,0.0,True
42,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,33.0,9.0,0.04021787643432617,0.8164151348173618,0.5180525975301862,0.601598390378058,0.5,0.5,0.6240944331511855,0.07462624367326498,0.8361898446455598,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.701288687596138,56.874760977348984,0.0,True
43,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7813693610951304,0.43595807906240225,0.06646164041012526,0.1931188516318798,0.5,0.5,0.28330668061971664,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.536096682071853,30.99365591713756,0.0,True
44,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8882032185792923,0.9775629723444581,0.5,0.11878747213631868,0.6642793789505959,0.9541805014014244,0.6927986713126302,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-3.9913367450676644,56.29201639956064,0.0,True
45,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12959502916783094,0.5,0.5,0.7074392735958099,0.4410644071176648,0.02379192691296339,0.3988217432051897,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,-3.637613747719093,35.044268206084844,0.0,True
46,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.27192107681185007,0.5320146307349205,0.5,0.4293690361082554,0.0058329300954937935,0.5,0.958583403378725,0.8467563847079873,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,-7.326732246424108,46.94211500105648,0.0,True
47,2.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,0.5305321309715509,0.21350834798067808,0.6479533240199089,0.7757763573899865,0.8578172996640205,0.7232020860537887,0.13342038821429014,0.433316633105278,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,-7.71042024217564,65.2694522538779,0.0,True
48,2.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,15.0,0.0,0.5542896082624793,0.529078365303576,0.5,0.18167551141232252,0.26052496302872896,0.061204555444419384,0.4398187305778265,0.8407116830348969,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.688189857997584,51.313738866209704,0.0,True
49,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,0.3111805282533169,0.22625409252941608,0.8124893866479397,0.5231962110847235,0.5,0.5,0.6556031489744782,0.37915334198623896,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.6995629091790683,44.50485888503372,0.0,True
50,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,38.0,0.16833851300179958,0.9570638686418533,0.120498051866889,0.36330719478428364,0.9131117686629295,0.6899398481473327,0.20570456888526678,0.19249165151268244,0.31461858563125134,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,-10.338176130357041,69.28684389460406,0.0,True
51,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9114428209140897,0.29529217164963484,0.5440109223127365,0.9627050077542663,0.1998004363849759,0.5,0.8903104960918427,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,-4.150216928921996,49.81400920358912,0.0,True
52,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7585875298827887,0.8682121904566884,0.5,0.8492919486016035,0.5,0.5,0.10240042675286531,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.504293918379133,35.51488638918572,0.0,True
53,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0019321637228131294,0.37831501476466656,0.5,0.44569903146475554,0.7712386017665267,0.7790023684501648,0.8025591615587473,0.6672289287671447,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.589406177760908,60.29625043761533,0.0,True
54,1.0,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,42.0,0.0,0.3937853118404746,0.6726175658404827,0.5,0.6676144888624549,0.7069125240668654,0.5,0.36731065437197685,0.9788904404267669,0.6944287735968828,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,-7.170175552231742,64.74331011983901,0.0,True
55,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.650443535298109,0.5,0.5,0.006266528740525246,0.43016948737204075,0.4700973518192768,0.5362928090617061,0.29956438206136227,0.23530251998454332,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,-4.2363222894252885,48.327696022514445,0.0,True
56,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7381120836362243,0.8778015226125717,0.5,0.39538762904703617,0.5392019199207425,0.5,0.006913492456078529,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-3.823621458908613,39.856432976318445,0.0,True
57,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,0.0,0.49500294402241707,0.3678892878815532,0.5,0.8058238765224814,0.3161400184035301,0.5,0.8380047874525189,0.6957973372191191,0.9415385350584984,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,-7.193400490719401,61.246420427038885,0.0,True
58,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,20.0,0.10170353762805462,0.5733044454827905,0.9437625976279378,0.08880458306521177,0.5,0.5,0.273375335149467,0.8839238714426756,0.6633555348962545,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.9396062038896256,57.56472200952642,0.0,True
59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8448079051449895,0.1733161974698305,0.5,0.7413560878485441,0.5,0.5,0.5731432102620602,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.5192420870305012,31.593168094969695,0.0,True
60,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,30.0,0.9497651737183332,0.7246866635978222,0.006874585524201393,0.5735075837001204,0.5,0.5,0.4194952780380845,0.8121435875073075,0.61619124840945,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.699450252190882,61.018929524646,0.0,True
61,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,4.0,0.1931098671630025,0.027823894284665585,0.5795622728765011,0.2251435536891222,0.5,0.5,0.7349608298391104,0.47559287399053574,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.801894242662992,41.73188967132718,0.0,True
62,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.33542016800493,0.5,0.5,0.8801669236272573,0.4853644734248519,0.813990755006671,0.18498151004314423,0.16246651858091354,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,-4.073166661943663,45.44936790782822,0.0,True
63,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.5920783318579197,0.5,0.5,0.289565565995872,0.5,0.5,0.969125553034246,0.6240191394463181,0.7711137430742383,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,-3.473159256428543,38.876841266693646,0.0,True
64,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,48.0,0.5841752486303449,0.922368299216032,0.3085935190320015,0.8019811697304249,0.5,0.5,0.7730651879683137,0.5174164148047566,0.6291195070371032,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.7579502867869055,62.84027140074048,0.0,True
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3427873160690069,0.5,0.5,0.3993648150935769,0.24131646659225225,0.5,0.07284497283399105,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,-3.631755236538227,24.103679535523476,0.0,True
66,2.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2009481005370617,0.6184669407084584,0.5,0.7453208761289716,0.29811423923820257,0.7500770483165979,0.5072232186794281,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-3.9055727985683593,48.26458276519033,0.0,True
67,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.942340805195272,0.12807838432490826,0.5,0.08494947850704193,0.5887236911803484,0.5,0.33830356504768133,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-3.8580623411561943,37.4027322680819,0.0,True
