sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,is_active0,is_active1,is_active2,is_active3,is_active4,is_active5,is_active6,is_active7,is_active8,is_active9,is_active10,is_active11,is_active12,is_active13,f0,f1,g0,g1,g2,cv,is_feasible
23,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,30.06234411522746,0.5854838425293565,0.5,0.5,0.18,10.836088119074702,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.446145317810435,-0.0,7844.1956268579515,200000.0,-2.3908386396368324,207844.19562685795,False
24,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,30.30848167464137,0.05235122423619032,0.5,0.5,0.18,10.921985127031803,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.211678836116327,-0.0,7844.1956268579515,200000.0,-0.6760317285487033,207844.19562685795,False
25,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,28.498441115021706,0.7624931605532765,0.5,0.5,0.18,10.496261606924236,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.316810470619222,-0.0,7844.1956268579515,200000.0,-3.85260578312942,207844.19562685795,False
26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.759726975113153,0.4428706197068095,0.5,0.5,0.18,10.184787699021399,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.215840303959688,-0.0,4429.858472069311,200000.0,-2.196926356930963,204429.85847206932,False
27,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,31.94964637607336,0.7462746920064092,0.5,0.5,0.18,10.735382596030831,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.488824187379063,-0.0,4448.160112551418,200000.0,-3.049003693196913,204448.1601125514,False
28,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.25423413515091,0.252815593034029,0.5,0.5,0.18,10.793830358423293,True,True,True,False,False,True,False,False,True,True,False,False,False,True,7.772568266880479,-0.0,7844.1956268579515,200000.0,-1.1381997832053936,207844.19562685795,False
29,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,29.439270790666342,0.5582984928041697,0.5,0.5,0.18,10.344547325745225,True,True,True,False,False,True,False,False,True,True,False,False,False,True,7.69623962503319,-3.235845868217356,-0.0002925198123193695,-156097.76096716308,-2.063307797294927,0.0,True
30,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,28.802988834679127,0.2363528050482273,0.5,0.5,0.18,10.032981865108013,True,True,True,False,False,True,False,False,True,True,False,False,False,True,7.955043705443529,-0.0,7844.1956268579515,200000.0,-1.5035816144546952,207844.19562685795,False
31,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.988065529614687,0.9485739264637232,0.5,0.5,0.18,10.607380415312946,True,True,True,False,False,True,False,False,True,True,False,False,False,True,7.7599123156080765,-0.0,7844.1956268579515,200000.0,-4.560052329400173,207844.19562685795,False
32,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,30.88072983175516,0.29458677023649216,0.5,0.5,0.18,10.724467162974179,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.006640870083439,-0.0,7844.1956268579515,200000.0,-1.2994365259472052,207844.19562685795,False
33,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.812850195914507,0.5204798188060522,0.5,0.5,0.18,10.165933227166533,True,True,True,False,False,True,False,False,True,True,False,False,False,True,8.419364464190387,-0.0,4532.604601960135,200000.0,-2.687280663899409,204532.60460196013,False
34,1.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,30.0,0.21611130982637405,0.4219897538423538,0.5,0.18,10.477533731609583,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.487387390132897,-0.0,7844.1956268579515,200000.0,-4.355746763590617,207844.19562685795,False
35,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,30.0,0.9727660175412893,0.9559465292841196,0.5,0.18,10.910943097434938,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.89986576756425,-0.0,7844.1956268579515,200000.0,-48.13855536254502,207844.19562685795,False
36,1.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,30.0,0.02619075682014227,0.5934529276564717,0.5,0.18,10.618315625935793,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.568672207074043,-0.0,1571.9489268283241,200000.0,-2.285997783203829,201571.94892682834,False
37,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,30.0,0.7846725145354867,0.05987428780645132,0.5,0.18,10.051847062073648,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.734938995542192,-0.0,7844.1956268579515,200000.0,-15.426063210762129,207844.19562685795,False
38,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.47872091736644506,0.8042279239743948,0.5,0.18,10.363294978626072,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.578272674053753,-0.0,7844.1956268579515,200000.0,-15.636192978766989,207844.19562685795,False
39,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,30.0,0.7064413735643029,0.3334740214049816,0.5,0.18,10.804883113130927,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.147773387081754,-0.0,7844.1956268579515,200000.0,-14.697977872239264,207844.19562685795,False
40,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,30.0,0.1733084125444293,0.8488131845369935,0.5,0.18,10.953158885240555,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.554984635432325,-0.0,3103.4480820170456,200000.0,-5.099541716593297,203103.44808201704,False
41,1.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,30.0,0.882962410338223,0.25764072220772505,0.5,0.18,10.402558269910514,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.691927682690473,-0.0,7844.1956268579515,200000.0,-21.989927935852684,207844.19562685795,False
42,1.0,2.0,0.0,2.0,0.0,4.0,5.0,0.0,30.0,0.31403991114348173,0.5127976108342409,0.5,0.18,10.21599102113396,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.36153498870085,-0.0,7844.1956268579515,200000.0,-7.3114719659364,207844.19562685795,False
43,1.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,30.0,0.6179318921640515,0.10928108543157578,0.5,0.18,10.641708822920918,True,True,True,True,False,True,True,False,False,True,True,False,False,True,8.56198660745947,-0.0,2272.5992466210955,200000.0,-9.439825245360524,202272.5992466211,False
44,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,30.0,0.3809141330420971,0.4714006772264838,0.5,0.18240842856466769,10.82515670452267,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.622421790791957,-0.0,7844.1956268579515,200000.0,-28.642785483126154,207844.19562685795,False
45,1.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,30.0,0.686885179951787,0.8752877013757825,0.5,0.15563428005203603,10.250752435997128,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.89571452189057,-0.0,7844.1956268579515,200000.0,-93.8856213586578,207844.19562685795,False
46,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.11612781509757042,0.13526633754372597,0.5,0.16676824450492858,10.064276739954948,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.170896813274975,-0.0,2413.8214734443236,200000.0,-7.8751305644973515,202413.82147344432,False
47,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,30.0,0.8278607595711946,0.7270467709749937,0.5,0.20010487524792553,10.513554054312408,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.775080167777169,-3.9486170342780023,-2.8461833608162124e-05,-150541.99425366934,-131.99389270045657,0.0,True
48,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,30.0,0.07119041588157415,0.2822312284260988,0.5,0.16061304191127418,10.289061445742846,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.29751337538676,-0.0,7844.1956268579515,200000.0,-7.174999774286711,207844.19562685795,False
49,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,0.8610484162345529,0.8163930401206017,0.5,0.1947699810191989,10.855283371172845,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.726496061640454,-0.0,7844.1956268579515,200000.0,-144.6858190023554,207844.19562685795,False
50,1.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,30.0,0.4296962758526206,0.07148981932550669,0.5,0.20262224407866597,10.54185335803777,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.487725838531192,-0.0,1561.9040957641573,200000.0,-23.85841842824049,201561.90409576416,False
51,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,30.0,0.6262922594323754,0.5427591828629375,0.5,0.17690277982503175,10.10050686262548,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.27918742727809,-0.0,7844.1956268579515,200000.0,-67.47175034550152,207844.19562685795,False
52,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,30.0,0.3746327683329582,0.9126917459070683,0.5,0.1717071339301765,10.432627593167126,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.599543352465604,-3.628295795759087,-0.00037509676349145593,3226.1435423207295,-43.534359061231186,3226.1435423207295,False
53,1.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,30.0,0.5691498126834631,0.4417919348925352,0.5,0.19847304224967954,10.991403168067336,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.366827998598652,-0.0,7844.1956268579515,200000.0,-49.50285362520282,207844.19562685795,False
54,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.14012081176042557,0.7018325915560126,0.5,0.18405782779678703,10.677881602197886,True,True,True,True,False,True,True,False,False,True,True,False,True,True,8.221735468090424,-0.0,4758.370713850639,200000.0,-16.354514770394115,204758.37071385063,False
55,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.148399960249662,0.9278997536748648,0.16827588248997927,0.5,0.18,10.244225597940385,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.267024562604554,-0.0,7844.1956268579515,200000.0,-19.399006370281562,207844.19562685795,False
56,1.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,30.394300770014524,0.4572516493499279,0.6523665934801102,0.5,0.18,10.017753169871867,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.524039006302395,-0.0,3269.567188235814,200000.0,-11.890340764883115,203269.56718823581,False
57,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,28.334252640604973,0.7318469304591417,0.24899407662451267,0.5,0.18,10.591908412054181,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.62030788540162,-0.0,7844.1956268579515,200000.0,-13.845526145766819,207844.19562685795,False
58,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,29.908038441091776,0.03600182756781578,0.9884658558294177,0.5,0.18,10.780310645699501,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.498619534506549,-0.0,7844.1956268579515,200000.0,-2.9584698830165435,207844.19562685795,False
59,1.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,31.84796553105116,0.7788587678223848,0.3972695479169488,0.5,0.18,10.331272589974105,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.625918139361564,-0.0,7844.1956268579515,200000.0,-17.14336510465091,207844.19562685795,False
60,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,31.418415039777756,0.22192523907870054,0.02696392498910427,0.5,0.18,10.139468669891357,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.194785524120402,-0.0,7844.1956268579515,200000.0,-2.4622342490138744,207844.19562685795,False
61,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,29.353459265083075,0.9629547642543912,0.6185374073684216,0.5,0.18,10.690308543853462,True,True,True,True,False,True,True,False,True,True,True,False,False,True,9.050038198311354,-0.0,7844.1956268579515,200000.0,-31.809895189926365,207844.19562685795,False
62,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.904677368700504,0.2691810382530093,0.362953064031899,0.5,0.18,10.878863365389407,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.536472765151343,-0.0,1431.322213370795,200000.0,-3.975800550729701,201431.3222133708,False
63,1.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,30.83974637463689,0.5419492619112134,0.7669230615720153,0.5,0.18,10.452896537259221,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.646684996772759,-4.135671084164356,-2.835585291904863e-06,-70095.5426584209,-9.717743071304639,0.0,True
64,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,30.853064879775047,0.47067647613584995,0.32382591161876917,0.5,0.18,10.222004894167185,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.360352051434695,-3.7756811499991323,-1.5052485650812741e-05,-135658.44387245364,-5.783044019221747,0.0,True
65,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.918014775961637,0.7115842886269093,0.7904232395812869,0.5,0.18,10.671286082826555,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.522469336572096,-0.0,7844.1956268579515,200000.0,-22.97840553578786,207844.19562685795,False
66,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,29.33947216719389,0.016713807359337807,0.034838149324059486,0.5,0.18,10.982854400761425,True,True,True,True,False,True,True,False,True,True,True,False,False,True,8.337597980282927,-0.0,7844.1956268579515,200000.0,-0.8989055564550901,207844.19562685795,False
67,2.0,2.0,0.0,2.0,1.0,5.0,0.0,1.0,30.0,0.7893596030771732,0.5637862086296082,0.712872507981956,0.18,10.408453887328506,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.914178821608342,-0.0,7844.1956268579515,200000.0,-45.80851868850604,207844.19562685795,False
68,2.0,2.0,1.0,0.0,2.0,5.0,3.0,3.0,30.0,0.20947497803717852,0.9492209916934371,0.5584201347082853,0.18,10.124665309675038,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.71037402458094,-0.0,7844.1956268579515,200000.0,-15.411348417979731,207844.19562685795,False
69,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,30.0,0.9841922102496028,0.42088757175952196,0.15010609850287437,0.18,10.550386866554618,True,True,True,True,True,True,True,True,False,True,True,True,False,True,9.060603433864921,-4.681193559287245,-4.599753992806654e-06,-141420.9399277565,-21.725308404764068,0.0,True
70,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,30.0,0.28749449271708727,0.6603586636483669,0.8889662185683846,0.18,10.861863631755114,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.7041505842946,-0.0,7844.1956268579515,200000.0,-13.499662995412411,207844.19562685795,False
71,2.0,2.0,2.0,1.0,0.0,4.0,5.0,0.0,30.0,0.5304736224934459,0.19412516616284847,0.2931298641487956,0.18,10.311266890726984,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.57168197962658,-0.0,2339.0344505633702,200000.0,-11.37616784733531,202339.03445056337,False
72,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,30.0,0.1222187066450715,0.7408361611887813,0.23010381311178207,0.18,10.459499747492373,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.660178563838837,-0.0,7844.1956268579515,200000.0,-6.061504358976294,207844.19562685795,False
73,2.0,2.0,0.0,2.0,0.0,2.0,5.0,5.0,30.0,0.8168579405173659,0.14489915315061808,0.5720491502434015,0.18,10.901091637089849,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.50359629596393,-4.370907559151871,-4.2968804336851463e-07,-184483.96856747448,-10.735896874396063,0.0,True
74,2.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,30.0,0.388437413610518,0.9049390628933907,0.3420372074469924,0.18,10.714489817619324,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.969670517363598,-0.0,7844.1956268579515,200000.0,-19.174802050931703,207844.19562685795,False
75,2.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,30.0,0.6763383066281676,0.49642145819962025,0.9964297609403729,0.18,10.14802512805909,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.836680814473361,-0.0,7844.1956268579515,200000.0,-39.66237097362741,207844.19562685795,False
76,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,30.0,0.32262991182506084,0.11036804784089327,0.7797285541892052,0.18,10.322731390595436,True,True,True,True,True,True,True,True,False,True,True,True,False,True,8.4297693075908,-0.0,7844.1956268579515,200000.0,-6.168642953205163,207844.19562685795,False
77,2.0,1.0,0.0,2.0,1.0,5.0,5.0,3.0,30.0,0.6123654842376709,0.519507928751409,0.4336785767227411,0.1822036706842482,10.756144630722702,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.669104750047882,-0.0,7844.1956268579515,200000.0,-86.58174390423899,207844.19562685795,False
78,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,30.0,0.18235423974692822,0.274604020640254,0.6679019397124648,0.20036839876323936,10.569695399142802,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.673380827310027,-0.0,7844.1956268579515,200000.0,-19.761933255786374,207844.19562685795,False
79,2.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,30.0,0.8788285106420517,0.8708972223103046,0.009313245303928852,0.16609427886083722,10.011165218427777,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.797032700492466,-0.0,7844.1956268579515,200000.0,-195.73327745725845,207844.19562685795,False
80,2.0,1.0,2.0,0.0,2.0,4.0,0.0,4.0,30.0,0.1296044560149312,0.1745135858654976,0.910380756482482,0.19409600799903273,10.78265478182584,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.523171390021451,-0.0,7844.1956268579515,200000.0,-13.375346090534933,207844.19562685795,False
81,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,30.0,0.9354535518214107,0.7034225482493639,0.25621723011136055,0.160876572355628,10.356691827997565,True,True,True,True,True,True,True,True,False,True,True,True,True,True,9.059188471107092,-0.0,7844.1956268579515,200000.0,-194.02055958926493,207844.19562685795,False
82,2.0,1.0,0.0,0.0,1.0,5.0,2.0,4.0,30.0,0.3635994317010045,0.4634024081751704,0.517233126796782,0.17669801456853745,10.043290663510561,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.342048555728443,-0.0,7844.1956268579515,200000.0,-46.40484255661636,207844.19562685795,False
83,2.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,30.0,0.5752101866528392,0.9301589960232377,0.17554704379290342,0.20335498228669166,10.594134292565286,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.75810928543915,-0.0,2238.999784628203,200000.0,-130.5993243700055,202238.9997846282,False
84,2.0,1.0,2.0,2.0,1.0,0.0,4.0,3.0,30.0,0.4255928937345743,0.5519185643643141,0.0800004955381155,0.19826765494421122,10.935109172016382,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.81872569622257,-0.0,7844.1956268579515,200000.0,-46.980019445295014,207844.19562685795,False
85,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,30.0,0.6353686042129993,0.08578329160809517,0.7378414161503315,0.1724392357841134,10.486074871383607,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.544050443481039,-0.0,7844.1956268579515,200000.0,-47.906625950495794,207844.19562685795,False
86,2.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,30.0,0.06559349037706852,0.8409413443878293,0.4731023842468858,0.15005575770512222,10.172521119005978,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.533829530894831,-3.979363871803762,-1.215398788190214e-05,-57279.19559938865,-17.749449615941757,0.0,True
87,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,30.0,0.869607899338007,0.3123857220634818,0.8184352917596698,0.1843216374143958,10.746680235490203,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.973799467661301,-0.0,7844.1956268579515,200000.0,-133.0392656230376,207844.19562685795,False
88,2.0,1.0,2.0,1.0,0.0,1.0,5.0,5.0,30.0,0.27383760921657085,0.7653482649475336,0.6265623420476913,0.16498055286705493,10.520149633288383,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.757049213451477,-4.406739764621501,-1.8519222066970542e-07,-180491.51450260353,-40.072555804747275,0.0,True
89,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,28.431707598268986,0.5324417948722839,0.35673052072525024,0.03515091724693775,0.18,10.086497384123504,True,True,True,True,True,True,True,True,True,True,True,True,False,True,8.750154293868327,-0.0,7844.1956268579515,200000.0,-12.917658045959946,207844.19562685795,False
90,2.0,0.0,2.0,2.0,0.0,2.0,4.0,5.0,29.82569518312812,0.22709867171943188,0.6010853806510568,0.8008074006065726,0.18,10.274926082231104,True,True,True,True,True,True,True,True,True,True,True,True,False,True,8.701667861184637,-3.7073155133707067,-1.0684027984098066e-05,32902.951752331544,-7.942843959752837,32902.951752331544,False
